[19.49822697213286]
[31.57060966238043]
[16.53253063367998]
[27.365905113565425]
[41.64484507236932]
[31.065669006769824]
[49.91916519149325]
[60.821899890312004]
"[60.821899890312004, 19.814297429824563]"
"[110.26496976737384, 36.59719204233838]"
"[16.53253063367998, 18.334217689002333]"
"[49.91916519149325, 16.371952395049785]"
"[57.76042809043725, 45.56945950341287, 20.259580620331334]"
"[57.76042809043725, 43.914987675500996, 20.567495386039884]"
"[60.821899890312004, 32.33283508825056]"
"[79.0436037438605, 25.6705551415557]"
[110.26496976737384]
[105.53494277544257]
"[110.26496976737384, 15.632086035686111]"
"[104.17539782233872, 20.771642413442702]"
"[104.17539782233872, 12.74041418740838]"
[120.29097399751358]
[104.17539782233872]
[85.49794842513104]
"[85.49794842513104, 21.775037784509724]"
"[38.759869159288044, 9.86794537684339]"
[30.7440634806438]
[78.85253876500566]
[72.24658225436669]
[79.0436037438605]
[50.56964936396234]
"[50.56964936396234, 16.120238391999855]"
[39.07070897542581]
[57.76042809043725]
[35.057875034510346]
[34.20916574346044]
[39.59892416168416]
[27.07819136647789]
"[38.759869159288044, 17.781190750453316]"
[38.759869159288044]
"[16.53253063367998, 13.376446738026308, 15.969780179414238]"
"[16.53253063367998, 42.471803550624905, 27.742129778202028]"
"[31.57060966238043, 22.215685490126766, 27.438756270196766]"
"[16.53253063367998, 13.376446738026308]"
"[16.53253063367998, 42.471803550624905, 25.181281821092462]"
"[35.057875034510346, 54.820347602259474]"
"[16.53253063367998, 42.471803550624905]"
"[49.91916519149325, 21.490317370338254]"
"[49.91916519149325, 42.56410071729863]"
"[35.057875034510346, 56.920555200415194]"
"[110.26496976737384, 43.862224742970284]"
"[16.53253063367998, 18.491865489922578]"
"[35.057875034510346, 22.525712939905837, 17.234772563849784]"
"[57.76042809043725, 45.56945950341287, 25.170217333049898]"
"[57.76042809043725, 51.03730719769348, 20.370867518230124]"
"[57.76042809043725, 57.600072459813724, 14.311329904836247]"
"[57.76042809043725, 57.600072459813724, 29.652147629745546]"
"[110.26496976737384, 40.326639437551925]"
"[110.26496976737384, 40.326639437551925, 23.210230010062563]"
"[110.26496976737384, 31.58725685075768]"
"[104.17539782233872, 32.567692670551494]"
"[104.17539782233872, 30.56339984834931]"
"[104.17539782233872, 46.39491666839965]"
"[104.17539782233872, 29.70460815189992]"
"[66.1975828934822, 42.30683808152517, 27.162179498291145]"
"[66.1975828934822, 24.683818629985886, 8.460176749711074]"
"[66.1975828934822, 31.028103508037482, 10.548111061881112]"
"[27.07819136647789, 35.15375884063993, 24.218530330664635]"
"[66.1975828934822, 51.29692188959395, 17.1712462646401]"
"[66.1975828934822, 51.29692188959395]"
"[66.1975828934822, 51.29692188959395, 20.802525783820066]"
"[66.1975828934822, 51.541838347185305]"
"[66.1975828934822, 51.541838347185305, 15.26106768718783]"
"[27.07819136647789, 33.172297656000005, 8.854630182864428]"
"[57.76042809043725, 20.01522683594782]"
"[35.057875034510346, 22.525712939905837]"
"[27.07819136647789, 33.172297656000005]"
"[27.07819136647789, 29.905331753045836]"
"[27.07819136647789, 14.299815105026633]"
"[66.1975828934822, 24.683818629985886]"
"[66.1975828934822, 31.028103508037482]"
[66.1975828934822]
[19.49822697213286]
"[19.49822697213286, 31.57060966238043]"
"[19.49822697213286, 16.53253063367998]"
[15.344590572116752]
[36.720471587727296]
[25.798750941939833]
[52.988761474508685]
"[52.988761474508685, 27.129015993211194]"
"[36.720471587727296, 32.373310145716125]"
"[114.70425154607828, 36.59719204233838]"
"[19.49822697213286, 16.53253063367998, 18.334217689002333]"
"[52.988761474508685, 16.371952395049785]"
"[67.55024761276022, 45.56945950341287, 20.259580620331334]"
"[67.55024761276022, 43.914987675500996, 20.567495386039884]"
"[36.720471587727296, 40.862038861497105]"
"[107.84129652866407, 29.599583540318005]"
[114.70425154607828]
[107.84129652866407]
"[114.70425154607828, 15.632086035686111]"
"[112.0130201522961, 20.771642413442702]"
"[112.0130201522961, 12.74041418740838]"
[125.6035193958912]
[112.0130201522961]
[90.88549439891962]
"[90.88549439891962, 21.775037784509724]"
"[48.96544753911202, 16.508911781723615, 9.86794537684339]"
"[41.395190709541474, 18.32179209721239, 19.349684070409]"
"[90.88549439891962, 16.126598008023013]"
"[90.88549439891962, 16.126598008023013, 12.822648316482892]"
"[90.88549439891962, 16.126598008023013, 12.822648316482892, 16.765189666666465]"
"[42.197853587912384, 20.286507812835048]"
"[42.197853587912384, 20.325696215459175]"
[42.197853587912384]
[67.55024761276022]
[45.286121681769224]
[41.395190709541474]
[48.96544753911202]
"[45.286121681769224, 15.960430411860155]"
"[48.96544753911202, 22.537329658654002]"
"[48.96544753911202, 16.508911781723615]"
"[70.24085215312306, 29.310323998015093]"
"[70.24085215312306, 27.742129778202028]"
"[70.24085215312306, 34.55427456848103]"
"[19.49822697213286, 16.53253063367998, 13.376446738026308]"
"[70.24085215312306, 25.181281821092462]"
"[70.24085215312306, 32.075760469685]"
[70.24085215312306]
[66.83591484552962]
"[66.83591484552962, 23.000115941391673]"
"[66.83591484552962, 43.11223358914294]"
"[114.70425154607828, 43.862224742970284]"
"[70.24085215312306, 32.514310234839556, 14.094253894551779]"
"[66.83591484552962, 18.0750075274618]"
"[67.55024761276022, 45.56945950341287, 25.170217333049898]"
"[67.55024761276022, 51.03730719769348, 20.370867518230124]"
"[66.83591484552962, 56.03116602917523]"
"[67.55024761276022, 57.600072459813724, 29.652147629745546]"
"[114.70425154607828, 40.326639437551925]"
