"[0, 1]"
"[0, 2]"
"[0, 3]"
"[0, 4]"
"[0, 5]"
"[0, 6]"
"[0, 7]"
"[0, 8]"
"[0, 8, 9]"
"[0, 17, 10]"
"[0, 3, 11]"
"[0, 7, 12]"
"[0, 34, 10, 13]"
"[0, 34, 19, 14]"
"[0, 8, 15]"
"[0, 30, 16]"
"[0, 17]"
"[0, 18]"
"[0, 17, 19]"
"[0, 23, 20]"
"[0, 23, 21]"
"[0, 22]"
"[0, 23]"
"[0, 24]"
"[0, 24, 25]"
"[0, 40, 26]"
"[0, 27]"
"[0, 28]"
"[0, 29]"
"[0, 30]"
"[0, 31]"
"[0, 31, 32]"
"[0, 33]"
"[0, 34]"
"[0, 35]"
"[0, 36]"
"[0, 37]"
"[0, 38]"
"[0, 40, 39]"
"[0, 40]"
"[0, 3, 44, 41]"
"[0, 3, 47, 42]"
"[0, 2, 3, 43]"
"[0, 3, 44]"
"[0, 3, 47, 45]"
"[0, 35, 46]"
"[0, 3, 47]"
"[0, 7, 48]"
"[0, 7, 49]"
"[0, 35, 50]"
"[0, 17, 51]"
"[0, 3, 52]"
"[0, 35, 76, 53]"
"[0, 34, 10, 54]"
"[0, 34, 60, 55]"
"[0, 34, 50, 56]"
"[0, 34, 50, 57]"
"[0, 17, 58]"
"[0, 17, 58, 59]"
"[0, 17, 60]"
"[0, 23, 61]"
"[0, 23, 62]"
"[0, 23, 63]"
"[0, 23, 64]"
"[0, 82, 64, 65]"
"[0, 82, 80, 66]"
"[0, 82, 81, 67]"
"[0, 38, 81, 68]"
"[0, 82, 70, 69]"
"[0, 82, 70]"
"[0, 82, 70, 71]"
"[0, 82, 72]"
"[0, 82, 72, 73]"
"[0, 38, 77, 74]"
"[0, 34, 75]"
"[0, 35, 76]"
"[0, 38, 77]"
"[0, 38, 78]"
"[0, 38, 79]"
"[0, 82, 80]"
"[0, 82, 81]"
"[0, 82]"
"[1, 0]"
"[1, 0, 2]"
"[1, 0, 3]"
"[1, 4]"
"[1, 5]"
"[1, 6]"
"[1, 7]"
"[1, 7, 8]"
"[1, 5, 9]"
"[1, 17, 10]"
"[1, 0, 3, 11]"
"[1, 7, 12]"
"[1, 34, 10, 13]"
"[1, 34, 19, 14]"
"[1, 5, 15]"
"[1, 18, 16]"
"[1, 17]"
"[1, 18]"
"[1, 17, 19]"
"[1, 23, 20]"
"[1, 23, 21]"
"[1, 22]"
"[1, 23]"
"[1, 24]"
"[1, 24, 25]"
"[1, 37, 40, 26]"
"[1, 36, 40, 27]"
"[1, 24, 28]"
"[1, 24, 28, 29]"
"[1, 24, 28, 29, 30]"
"[1, 33, 31]"
"[1, 33, 32]"
"[1, 33]"
"[1, 34]"
"[1, 35]"
"[1, 36]"
"[1, 37]"
"[1, 35, 38]"
"[1, 37, 39]"
"[1, 37, 40]"
"[1, 47, 41]"
"[1, 47, 42]"
"[1, 47, 43]"
"[1, 0, 3, 44]"
"[1, 47, 45]"
"[1, 47, 46]"
"[1, 47]"
"[1, 48]"
"[1, 48, 49]"
"[1, 48, 50]"
"[1, 17, 51]"
"[1, 47, 44, 52]"
"[1, 48, 53]"
"[1, 34, 10, 54]"
"[1, 34, 60, 55]"
"[1, 48, 56]"
"[1, 34, 50, 57]"
"[1, 17, 58]"
"[1, 17, 58, 59]"
"[1, 17, 60]"
"[1, 23, 61]"
"[1, 23, 62]"
"[1, 23, 63]"
"[1, 23, 64]"
"[1, 82, 64, 65]"
"[1, 82, 80, 66]"
"[1, 82, 81, 67]"
"[1, 82, 81, 68]"
"[1, 82, 70, 69]"
"[1, 82, 70]"
"[1, 82, 70, 71]"
"[1, 82, 72]"
"[1, 82, 72, 73]"
"[1, 35, 77, 74]"
"[1, 34, 75]"
"[1, 35, 76]"
"[1, 35, 77]"
"[1, 34, 77, 78]"
"[1, 35, 79]"
"[1, 82, 80]"
"[1, 82, 81]"
"[1, 82]"
"[2, 0]"
"[2, 0, 1]"
"[2, 3]"
"[2, 6, 4]"
"[2, 33, 5]"
"[2, 6]"
"[2, 7]"
"[2, 7, 8]"
"[2, 33, 9]"
"[2, 34, 10]"
"[2, 3, 11]"
"[2, 7, 12]"
"[2, 34, 10, 13]"
"[2, 34, 19, 14]"
"[2, 33, 15]"
"[2, 28, 15, 16]"
"[2, 34, 17]"
"[2, 28, 18]"
"[2, 34, 19]"
"[2, 34, 20]"
"[2, 28, 22, 21]"
"[2, 28, 22]"
"[2, 28, 22, 23]"
"[2, 28, 24]"
"[2, 28, 25]"
"[2, 37, 40, 26]"
"[2, 36, 40, 27]"
"[2, 28]"
"[2, 28, 29]"
"[2, 28, 29, 30]"
"[2, 33, 31]"
"[2, 33, 32]"
"[2, 33]"
"[2, 34]"
"[2, 35]"
"[2, 36]"
"[2, 37]"
"[2, 35, 38]"
"[2, 37, 39]"
"[2, 37, 40]"
"[2, 3, 44, 41]"
"[2, 3, 47, 42]"
"[2, 3, 43]"
"[2, 3, 44]"
"[2, 3, 47, 45]"
"[2, 35, 46]"
"[2, 3, 47]"
"[2, 7, 48]"
"[2, 7, 49]"
"[2, 35, 50]"
"[2, 34, 10, 51]"
"[2, 3, 52]"
"[2, 35, 76, 53]"
"[2, 34, 10, 54]"
"[2, 34, 60, 55]"
"[2, 34, 50, 56]"
"[2, 34, 50, 57]"
"[2, 34, 58]"
"[2, 34, 58, 59]"
"[2, 34, 60]"
"[2, 34, 20, 61]"
"[2, 34, 20, 62]"
"[2, 34, 20, 63]"
"[2, 34, 21, 64]"
"[2, 34, 82, 64, 65]"
"[2, 34, 82, 80, 66]"
"[2, 34, 77, 81, 67]"
"[2, 3, 79, 81, 68]"
"[2, 34, 75, 69]"
"[2, 34, 77, 70]"
"[2, 34, 75, 69, 71]"
"[2, 34, 77, 72]"
"[2, 34, 77, 72, 73]"
"[2, 35, 77, 74]"
"[2, 34, 75]"
"[2, 35, 76]"
"[2, 35, 77]"
"[2, 34, 77, 78]"
"[2, 35, 79]"
"[2, 34, 75, 80]"
"[2, 34, 77, 81]"
"[2, 34, 82]"
"[3, 0]"
"[3, 0, 1]"
"[3, 2]"
"[3, 6, 4]"
"[3, 36, 5]"
"[3, 6]"
"[3, 7]"
"[3, 7, 8]"
"[3, 13, 9]"
"[3, 13, 10]"
"[3, 11]"
"[3, 12]"
"[3, 13]"
"[3, 19, 14]"
"[3, 13, 15]"
"[3, 19, 14, 13, 15, 16]"
"[3, 19, 17]"
"[3, 19, 17, 18]"
"[3, 19]"
"[3, 19, 20]"
"[3, 19, 21]"
"[3, 19, 22]"
"[3, 19, 23]"
"[3, 28, 24]"
"[3, 28, 25]"
"[3, 37, 40, 26]"
"[3, 36, 40, 27]"
"[3, 28]"
"[3, 28, 29]"
"[3, 28, 29, 30]"
"[3, 36, 31]"
"[3, 36, 32]"
"[3, 36, 33]"
"[3, 34]"
"[3, 35]"
"[3, 36]"
"[3, 37]"
"[3, 38]"
"[3, 37, 39]"
"[3, 37, 40]"
"[3, 44, 41]"
"[3, 47, 42]"
"[3, 43]"
"[3, 44]"
"[3, 47, 45]"
"[3, 47, 46]"
"[3, 47]"
"[3, 48]"
"[3, 48, 49]"
"[3, 76, 50]"
"[3, 13, 51]"
"[3, 52]"
"[3, 12, 53]"
"[3, 13, 54]"
"[3, 19, 55]"
"[3, 13, 56]"
"[3, 13, 56, 57]"
"[3, 19, 58]"
"[3, 19, 58, 59]"
"[3, 19, 60]"
"[3, 19, 61]"
"[3, 19, 62]"
"[3, 19, 63]"
"[3, 19, 64]"
"[3, 34, 82, 64, 65]"
"[3, 34, 82, 80, 66]"
"[3, 79, 81, 67]"
"[3, 79, 81, 68]"
"[3, 34, 75, 69]"
"[3, 76, 80, 70]"
"[3, 34, 75, 69, 71]"
"[3, 76, 77, 72]"
"[3, 76, 80, 72, 73]"
"[3, 76, 77, 74]"
"[3, 34, 75]"
"[3, 76]"
"[3, 76, 77]"
"[3, 76, 78]"
"[3, 79]"
"[3, 79, 80]"
"[3, 79, 81]"
"[3, 34, 82]"
"[4, 0]"
"[4, 1]"
"[4, 0, 2]"
"[4, 0, 3]"
"[4, 5]"
"[4, 6]"
"[4, 7]"
"[4, 8]"
"[4, 8, 9]"
"[4, 17, 10]"
"[4, 0, 3, 11]"
"[4, 7, 12]"
"[4, 34, 10, 13]"
"[4, 34, 19, 14]"
"[4, 8, 15]"
"[4, 30, 16]"
"[4, 17]"
"[4, 18]"
"[4, 17, 19]"
"[4, 21, 20]"
"[4, 21]"
"[4, 22]"
"[4, 23]"
"[4, 24]"
"[4, 24, 25]"
"[4, 37, 40, 26]"
"[4, 36, 40, 27]"
"[4, 29, 28]"
"[4, 29]"
"[4, 30]"
"[4, 31]"
"[4, 31, 32]"
"[4, 33]"
"[4, 34]"
"[4, 35]"
"[4, 36]"
"[4, 37]"
"[4, 35, 38]"
"[4, 37, 39]"
"[4, 37, 40]"
"[4, 47, 41]"
"[4, 47, 42]"
"[4, 47, 43]"
"[4, 0, 3, 44]"
"[4, 46, 45]"
"[4, 46]"
"[4, 47]"
"[4, 48]"
"[4, 49]"
"[4, 49, 50]"
"[4, 17, 51]"
"[4, 47, 44, 52]"
"[4, 48, 53]"
"[4, 34, 10, 54]"
"[4, 34, 60, 55]"
"[4, 49, 56]"
"[4, 49, 56, 57]"
"[4, 17, 58]"
"[4, 21, 58, 59]"
"[4, 17, 60]"
"[4, 21, 61]"
"[4, 21, 62]"
"[4, 21, 63]"
"[4, 21, 64]"
"[4, 82, 64, 65]"
"[4, 82, 80, 66]"
"[4, 82, 81, 67]"
"[4, 46, 41, 81, 68]"
"[4, 82, 70, 69]"
"[4, 82, 70]"
"[4, 82, 70, 71]"
"[4, 46, 72]"
"[4, 46, 72, 73]"
"[4, 46, 74]"
"[4, 34, 75]"
"[4, 35, 76]"
